First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Claire,Talley,F,62,Equal,1,Canada,28/02/1997,77; 165,-1,0,61,2.22,2018,2015,0,,0,,0,0.5,10.09,8.58,12.96,8.58,10.35,12.08,13.21,15.29,11.86,0.46,16,,,,,,,,,,,,70,60,81,44,4,,,,1,3,7,0,0,0,0,16,0,4,0,6,79,2,55,2,30,2,2,0,100,2.861111111,Any,
Marion,Fournier,F,62,Equal,1,France,14/03/1990,283; 287,-1,0,66,2.57,2017,2015,0,,0,,0,0,14.5,8.2,11.1,15.89,17.59,14.8,9.1,12.48,5.4,0.58,16,,,,,,,,,,,,100,49,81,0,3,,,,1,4,0,0,0,6,0,16,0,4,0,6,79,2,55,2,30,2,2,0,100,3.029444444,EnduranceSeries,
Mike,Adams,M,62,Equal,2,Australia,17/11/1995,4,-1,0,56,2.78,2017,2015,0,,0,,0,0,6.1,12.68,17.11,3.98,13.27,10.63,19.74,17.32,11.17,0.42,16,,,,,,,,,,,,100,60,81,13,3,,,,4,1,7,0,0,0,0,14,0,8,9,9,18,2,86,1,28,3,3,0,100,3.111111111,EnduranceSeries,
Méline,Pires,F,62,Equal,2,France,07/10/1996,165,-1,0,56,0.42,2016,2015,0,,0,,0,2.75,8.2,4.5,6.1,4.24,11,2.1,6.54,8.2,9.23,0.63,16,,,,,,,,,,,,82,39,81,15,2,,,,1,5,5,1,0,0,0,16,0,4,0,6,79,2,55,2,30,2,2,0,100,1.669722222,EnduranceSeries,
Joanne,Coburn,F,62,Equal,2,UK,05/02/1995,165,-1,0,66,0.47,2016,2015,0,,0,,0,1.5,2.3,1,2.45,11.89,4.4,13.26,12.55,9.3,9.89,0.66,16,,,,,,,,,,,,100,62,81,19,2,,,,1,5,6,4,0,8,0,14,0,6,2,6,95,2,55,1,27,2,2,0,100,1.862222222,Any,
Tobias,Wallner,M,63,Equal,1,Austria,22/03/1995,8; 27,-1,0,62,0.89,2016,2015,0,,0,,0,0,7.43,4.94,7.56,5.8,11.63,10.26,12.07,12.44,6.87,0.4,16,,,,,,,,,,,,100,42,81,59,4,,,,0,3,5,0,0,0,0,10,0,8,6,5,13,2,72,3,30,2,3,0,100,2.194444444,EnduranceSeries,
Alex,Baldwin,M,63,Equal,1,UK,11/03/1996,22,-1,0,66,0.49,2016,2015,0,,0,,0,0,4.89,4.02,6.63,12.75,8.23,1.52,9.58,12.8,10.5,0.83,16,,,,,,,,,,,,100,56,81,48,4,,,,1,3,3,1,0,0,0,14,0,6,2,6,66,2,55,1,31,2,5,0,100,1.97,Any,
Daniela,Benítez,F,63,Equal,1,Spain,01/05/1999,20; 278,-1,0,61,2.33,2017,2015,0,,0,,0,0,7.8,6.68,9.34,4.47,15.31,12.22,17.64,12.97,18.57,0.92,16,,,,,,,,,,,,5,46,81,38,2,,,,4,1,9,0,0,0,0,15,0,7,1,5,25,2,30,2,30,2,4,0,100,2.916666667,EnduranceSeries; GTSeries,
Sophie,Harrison,F,63,Equal,2,UK,15/02/1997,73; 291,-1,0,67,0.41,2016,2015,0,,0,,0,0,14.2,4.2,3.8,9.65,4.58,8.25,4.85,6.24,3.74,0.51,16,,,,,,,,,,,,72,65,81,66,3,,,,2,1,1,0,0,8,0,15,0,7,1,5,22,2,66,2,30,2,4,0,100,1.653055556,Any,
Maximilian,Schneider,M,63,Equal,2,Germany,29/01/1997,19,-1,0,69,1.56,2016,2015,0,,0,,0,0,15.57,6.67,4.5,15.17,2.62,12.29,11.08,8.62,14.48,0.4,16,,,,,,,,,,,,73,35,81,22,2,,,,2,5,1,3,0,0,0,9,0,7,1,4,66,2,82,3,27,2,5,0,100,2.527777778,Any,
Sujitra,Kunkorn,F,63,Equal,2,Thailand,17/03/1998,325; 289; 13; 16,-1,0,57,0.41,2016,2015,0.06,3,0.06,3,0,0,3.89,5.22,12.8,7.25,6.85,4.11,11.25,1.24,6.57,0.51,16,,,,,,,,,,,,39,50,81,64,3,,,,4,4,9,2,0,0,0,15,0,7,1,5,44,2,91,2,30,2,4,0,100,1.643888889,EnduranceSeries,
Oronzo,Vial,M,,,,Italy,21/01/1998,6; 41; 78,-1,3,68,,,,,,,,,0,6.19,9.23,8.23,9.15,9.96,16.57,6.15,15.5,16.02,0.7,16,,,,,,,,,,,,31,50,81,20,4,,,,2,2,0,0,1,0,0,2,0,7,1,6,90,2,16,1,26,3,3,0,100,2.694444444,Any,
Axel,Dior,M,,,,France,07/01/1992,12,-1,1,76,,,,,,,,,0,4.37,2.8,10.23,7.58,4.99,2.26,3.76,12.08,3.93,0.4,48,,,,,,,,,,,,92,67,5,25,2,,,,0,2,8,0,0,11,0,9,0,10,9,10,43,4,60,3,31,3,2,0,100,1.444444444,GTSeries,
Markus,Sauerbeck,M,,,,Germany,11/03/1985,9,-1,2,64,,,,,,,,,0,8.91,14.21,18.91,4.3,16.79,12.44,8.26,15.62,16.56,0.79,16,,,,,,,,,,,,100,50,81,13,4,,,,0,5,3,0,0,0,0,16,0,5,6,5,67,2,12,1,31,3,3,0,100,3.222222222,Any,
Pierce,Booth,M,,,,Australia,17/10/1998,3; 7; 165,-1,3,67,,,,,,,,,24,6.1,12.68,15.11,8.98,13.27,10.63,11.74,7.32,11.17,0.83,16,,,,,,,,,,,,24,50,81,2,4,,,,4,1,7,0,0,0,0,14,0,8,9,9,18,2,86,1,28,3,3,0,100,2.694444444,Any,
Vitaly,Volkov,M,,,,RussianFederation,24/03/1998,8; 27,-1,3,63,,,,,,,,,0,12.43,11.94,11.56,11.8,11.63,12.26,12.07,12.44,11.87,0.5,16,,,,,,,,,,,,30,50,81,0,4,,,,0,3,5,0,0,0,0,10,0,8,6,5,13,2,20,3,30,2,3,0,100,3,Any,
Rita,Maibaum,F,,,,Germany,29/01/1997,19,-1,3,64,,,,,,,,,0,15.57,10.67,4.5,15.17,2.62,9.29,10.08,8.62,14.48,0.93,16,,,,,,,,,,,,41,50,81,22,4,,,,2,5,1,3,0,0,0,9,0,7,1,4,66,2,21,3,27,2,5,0,100,2.527777778,GTSeries,
Esme,Murphy,F,,,,Ireland,03/05/1998,32; 284,-1,3,60,,,,,,,,,0,7.8,6.68,11.34,4.47,15.31,12.22,16.64,15.97,14.57,0.65,16,,,,,,,,,,,,28,50,81,0,4,,,,4,1,9,0,0,0,0,15,0,7,1,5,25,2,30,2,30,2,4,0,100,2.916666667,Any,
Max,Schmidt,M,,,,Germany,14/09/1996,54; 26,-1,1,67,,,,,,,,,0,14.07,9.82,8.54,9.53,16.15,15.04,16.48,15.87,14.5,0.83,16,,,,,,,,,,,,45,50,81,0,4,,,,1,3,3,1,0,7,0,6,0,10,10,3,46,2,20,1,30,3,1,0,100,3.333333333,SingleSeaterSeries,
Geraldo,Alvarez,M,,,,Peru,18/04/1997,6; 45; 50; 231,-1,2,67,,,,,,,,,0,16.93,16.49,4.85,15.61,10.17,12.13,8.96,15.97,13.89,0.49,16,,,,,,,,,,,,39,50,81,14,4,,,,5,3,6,0,0,0,0,12,0,9,8,1,41,2,45,1,27,2,1,0,100,3.194444444,GTSeries,
Connor,Chapman,M,,,,UK,08/03/1986,14; 231,-1,2,67,,,,,,,,,0,16,10.62,9.27,14.05,6.34,9.18,10.4,12.52,13.62,0.76,16,,,,,,,,,,,,100,50,81,0,4,,,,5,6,7,0,0,0,0,11,0,8,4,0,35,2,40,3,29,1,1,0,100,2.833333333,SingleSeaterSeries,
Scott,Price,M,,,,NewZealand,05/09/1995,63; 30,-1,0,67,,,,,,,,,0,4.65,4.86,8.47,3.7,6.48,12.26,11.75,1.89,17.94,0.67,16,,,,,,,,,,,,55,50,81,0,4,,,,2,2,1,0,0,0,0,8,0,4,7,0,90,2,10,4,26,1,1,0,100,2,Any,
Franky,Kinney,F,,,,Australia,06/09/1980,77; 72; 286; 165,1,0,59,,,,,,,,,5,2.01,3.24,8.4,4.9,9.61,4.74,9.28,14.18,15.64,0.56,16,,,,,,,,,,,,100,50,81,10,4,,,,2,4,7,0,0,0,0,12,0,4,9,8,50,2,78,1,35,2,1,0,100,2,Any,
Enriqua,Lara,F,,,,SriLanka,02/01/1998,6; 25; 45; 165,-1,1,53,,,,,,,,,5.25,4.9,4.73,19.12,16.56,5.19,10.29,13.16,10.94,10.11,0.85,16,,,,,,,,,,,,32,50,81,5,4,,,,1,1,8,0,0,0,0,10,0,6,6,6,11,2,35,3,28,2,1,0,100,2.638888889,Any,
Ellie,Foster,F,,,,UK,31/12/1987,66; 52,-1,1,67,,,,,,,,,0,16.05,16.7,4.16,16.83,10.04,16.3,8.93,12.49,14.5,0.83,16,,,,,,,,,,,,100,50,81,23,4,,,,4,6,8,0,0,4,0,6,0,6,2,4,9,2,12,2,29,1,1,0,100,3.222222222,GTSeries,
Maisy,Jones,F,,,,UnitedStates,29/01/1988,47; 290,-1,1,62,,,,,,,,,0,17.63,16.91,1.46,18.24,11.75,14.24,8.24,10.81,8.72,0.47,16,,,,,,,,,,,,100,50,81,0,4,,,,0,5,3,3,0,8,0,11,0,4,5,5,16,2,45,1,30,3,2,0,100,3,SingleSeaterSeries,
Max,Porter,M,,,,UK,26/08/1993,44; 51,-1,1,75,,,,,,,,,0,13.03,13.64,3.46,14.12,9.02,11.53,10.17,14.15,8.88,0.44,16,,,,,,,,,,,,75,50,81,24,4,,,,2,5,8,0,0,0,0,7,0,8,8,9,77,2,58,2,32,2,2,0,100,2.722222222,GTSeries,
Ollie,Ryan,M,,,,UK,14/12/1989,43; 49,-1,1,66,,,,,,,,,0,10.9,10.62,6.42,17.51,9.17,13.26,12.2,8.36,9.56,0.91,16,,,,,,,,,,,,100,50,81,12,4,,,,5,2,8,0,0,0,0,10,0,7,7,5,6,2,37,3,29,1,3,0,100,2.722222222,Any,
Gaston,Renou,M,,,,France,29/10/1987,2; 283; 288; 165,-1,2,65,,,,,,,,,12.2,6.84,2.75,3.13,18.58,14.1,13.67,9.37,17.1,7.46,0.74,16,,,,,,,,,,,,100,50,81,0,4,,,,0,2,8,0,0,1,0,5,0,7,6,7,53,2,30,3,30,2,1,0,100,2.583333333,Any,
Ellie,Marsh,F,,,,UK,27/03/1998,66; 78,-1,1,61,,,,,,,,,0,6.91,5.08,0.87,15.26,15.34,9.61,11.23,17.72,9.98,0.87,16,,,,,,,,,,,,29,50,81,14,4,,,,2,3,9,0,0,2,0,12,0,4,7,0,67,2,68,1,31,3,1,0,100,2.555555556,Any,
Rina,Petri,F,,,,Italy,02/07/1996,36; 65,-1,2,64,,,,,,,,,0,7.97,1.81,4.23,15.96,13.65,14.85,16.1,10.48,12.95,0.92,16,,,,,,,,,,,,47,50,81,16,4,,,,4,4,6,0,0,0,0,3,0,4,2,5,15,2,20,3,30,2,1,0,100,2.722222222,GTSeries,
Alexei,Ivanenko,M,,,,Ukraine,28/07/1991,66,-1,3,76,,,,,,,,,0,15.1,15.39,14.59,14.65,14.62,15.31,15.3,15.04,15,0.5,16,,,,,,,,,,,,96,50,81,20,4,,,,2,3,2,1,0,5,0,0,0,8,0,10,79,2,10,5,28,1,2,0,100,3.75,Any,
Nathan,Deniau,M,,,,France,20/02/1988,130; 82; 19,-1,3,75,,,,,,,,,0,16.79,16.75,14.12,11.27,14.8,13.04,12.91,13.41,15.91,0.5,16,,,,,,,,,,,,100,50,81,22,4,,,,4,3,9,0,0,0,0,12,0,10,3,8,86,2,22,2,31,2,1,0,100,3.583333333,Any,
Ashley,Wilson,F,,,,Canada,06/09/1995,53;  229,-1,3,60,,,,,,,,,0,18.01,17.58,19.6,10.46,16.12,18.64,18.36,15.3,18.93,0.4,16,,,,,,,,,,,,55,50,81,0,4,,,,0,4,9,0,1,11,0,5,0,9,6,0,55,2,50,3,36,2,2,0,100,4.25,Any,
Ray,Roberts,M,,,,UnitedStates,18/11/1980,36; 56; 230,-1,2,69,,,,,,,,,0,13.85,5.94,9.75,16.91,16.91,9.13,10.32,19.3,14.89,0.57,16,,,,,,,,,,,,100,50,81,2,4,,,,5,5,6,0,0,0,0,0,0,3,3,6,40,2,50,2,33,2,3,0,100,3.25,GTSeries,
Lars,Ohlin,M,,,,Sweden,30/06/1980,263,-1,3,76,,,,,,,,,0,11.71,4.41,17.12,19.24,19.05,9.63,12.01,17.75,19.08,0.63,16,,,,,,,,,,,,100,50,81,20,4,,,,1,3,2,1,0,8,0,3,0,9,0,6,74,2,21,4,26,2,4,0,100,3.611111111,Any,
Luc,Cormier,M,,,,France,28/02/1989,45; 43,-1,3,75,,,,,,,,,0,16.39,6.5,16.58,18.07,17.26,11.88,14.69,15.44,17.19,0.42,16,,,,,,,,,,,,100,50,81,0,4,,,,1,5,8,0,0,0,0,0,0,9,3,1,8,2,65,1,37,2,1,0,100,3.722222222,Any,
Falko,Engelhart,M,,,,Germany,30/03/1990,80; 104; 19,-1,0,71,,,,,,,,,0,10.91,14.21,17.91,9.3,11.79,12.44,8.26,15.62,15.56,0.49,16,,,,,,,,,,,,100,50,81,13,4,,,,0,4,8,2,0,0,0,16,0,5,6,5,56,2,50,1,31,3,3,0,100,3.222222222,Any,
Bobby,Stone Jr.,M,,,,UnitedStates,12/05/1993,309; 298; 18,-1,0,74,,,,,,,,,0,13,14,12,16,11,13,17,1,10,0.68,16,,,,,,,,,,,,78,50,81,15,2,,,,2,5,7,3,0,6,0,16,0,5,6,5,75,2,50,1,31,3,3,250,100,2.972222222,GTSeries,3
Winston,Margate,M,,,,UK,08/08/1993,28; 18; 51,-1,0,69,,,,,,,,,0,14.87,16.5,17.42,14.5,13.44,10.54,8.26,16.62,16.23,0.46,16,,192,31,59,32,,,,482,1,,76,50,81,13,4,,,,0,4,8,0,0,2,0,16,0,5,6,5,75,2,50,1,31,3,3,0,100,3.566111111,SingleSeaterSeries,6
Danilo,Pereya,M,,,,Brazil,17/08/1992,113; 145,-1,0,71,,,,,,,,,0,15.91,15.2,15.12,16.7,12.79,10.33,9.91,14.3,16.13,0.43,16,,207,23,60,24,,,,485,3,,86,50,81,13,4,,,,2,6,7,1,0,0,0,16,0,5,6,5,75,2,50,1,31,3,3,0,100,3.510833333,SingleSeaterSeries,6
Sofia,Bukhalova,F,,,,Bulgaria,16/11/1997,53,-1,1,71,,,,,,,,,0,17.5,16.98,12.13,9.37,5.59,6.99,11.84,7.81,9.79,0.9,16,,,,,,,,,,,,33,50,81,15,4,,,,2,5,7,1,0,0,0,16,0,2,5,6,30,2,28,1,28,2,3,200,100,2.722222222,Any,
Boris,Vyhovsky,M,,,,Ukraine,25/04/1997,43; 66,-1,2,66,,,,,,,,,0,8.61,10.71,10.3,16.15,7.28,14.35,14.61,10.81,12.18,0.4,16,,,,,,,,,,,,39,50,81,40,4,,,,1,4,9,0,0,0,0,5,0,9,10,1,82,2,22,2,30,2,2,0,100,2.916666667,Any,
Felipe,Nunes,M,,,,Brazil,19/07/1995,53,-1,0,66,,,,,,,,,0,1.84,4.7,1.65,2.06,1,1.46,1.94,4.84,2.14,0.57,76,,,,,,,,,,,,56,38,99,12,3,,,,0,2,8,0,0,0,0,5,0,6,5,3,78,1,53,1,31,2,1,0,100,0.600833333,Any,
Petra,Schober,F,,,,Germany,13/05/1992,46,-1,0,68,,,,,,,,,0,7.85,10.36,16.25,11.4,15.43,10.32,18.21,9.11,14.53,0.75,16,,,,,,,,,,,,88,50,81,10,2,,,,1,3,4,0,0,1,0,16,0,5,6,5,34,2,35,2,30,3,1,0,100,3.151666667,EnduranceSeries,
Gonzalo,Agramonte,M,,,,Spain,02/12/1984,286,-1,0,76,,,,,,,,,0,11.34,11.25,8.1,6.75,8.32,18.11,12.35,16.1,16.2,0.48,16,,,,,,,,,,,,100,50,81,2,1,,,,2,6,8,1,0,0,0,16,0,9,10,1,10,2,10,1,30,2,1,200,100,3.014444444,EnduranceSeries,
Lola,Marsh,F,,,,UK,19/10/1994,56; 73,-1,0,76,,,,,,,,,0,14.52,15.25,6.01,8.45,3.23,5.41,8.33,5.71,9.23,0.65,16,,,,,,,,,,,,64,50,81,20,4,,,,0,2,1,0,0,0,0,16,0,5,6,5,82,2,65,2,28,1,1,0,100,2.115,EnduranceSeries,
Sara,Thomas,F,,,,Ireland,03/09/1993,47; 50,-1,0,64,,,,,,,,,0,6.01,13.52,9.87,10.96,7.37,8.77,14.61,6.32,10.14,0.67,16,,,,,,,,,,,,75,55,81,10,3,,,,0,1,3,0,0,0,0,13,0,6,8,8,78,2,20,3,26,2,2,0,100,2.4325,Any,
